Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	TGFBR2
Positive Regulation Of Chromosome Separation (GO:1905820)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	BIRC5
Positive Regulation Of Glycogen Biosynthetic Process (GO:0045725)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	DYRK2
Positive Regulation Of Histone Deacetylation (GO:0031065)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	PRKD1
Positive Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901018)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	ATP1B3
Positive Regulation Of Protein Deacetylation (GO:0090312)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	FNTA
Potassium Ion Export Across Plasma Membrane (GO:0097623)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	KCNK5
Regulation Of T-helper 17 Type Immune Response (GO:2000316)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	JUNB
Regulation Of Flagellated Sperm Motility (GO:1901317)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	CLXN
Regulation Of Response To Stress (GO:0080134)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	IL10
Response To Progesterone (GO:0032570)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	CAV1
Suppression Of Viral Release By Host (GO:0044790)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	TRIM13
Epithelial Cell Differentiation (GO:0030855)	9/132	0.625446173772879	0.751384848267448	0	0	0.934981901830114	0.438777662225172	DAB2;TAGLN;MAF;DMBT1;KRT4;GSTA2;TCF21;PPARG;CES1
Autophagosome Maturation (GO:0097352)	3/44	0.628143336670326	0.753957297024058	0	0	0.935251313839105	0.43487960488928	ATP2A2;CHMP3;CHMP5
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	3/44	0.628143336670326	0.753957297024058	0	0	0.935251313839105	0.43487960488928	PID1;PRKCB;IL1B
Response To Unfolded Protein (GO:0006986)	3/44	0.628143336670326	0.753957297024058	0	0	0.935251313839105	0.43487960488928	HSPB8;HSPB2;HERPUD1
Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)	4/59	0.628399263861985	0.75404205386447	0	0	0.929521894829428	0.431836858083886	PTGER4;SMAD6;CRYAB;JAM3
Chondrocyte Differentiation (GO:0002062)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	BMPR2;SULF1
Establishment Of Mitotic Spindle Orientation (GO:0000132)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	GJA1;SAPCD2
Lipid Droplet Organization (GO:0034389)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	PLA2G4C;PLIN2
Morphogenesis Of An Epithelium (GO:0002009)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	ACTG1;KRT6A
Multivesicular Body Assembly (GO:0036258)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	CHMP3;CHMP5
Organic Cyclic Compound Biosynthetic Process (GO:1901362)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	HDC;PYCR1
Positive Regulation Of Dephosphorylation (GO:0035306)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	PPP1R16B;CDH5
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	EGR1;EPAS1
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	PPP3CC;PDE4B
Response To Steroid Hormone (GO:0048545)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	CAV1;ADTRP
Vacuolar Acidification (GO:0007035)	2/29	0.63225750187274	0.756218628783121	0	0	0.946859903381642	0.434095997663133	GRN;SLC11A1
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	5/75	0.642296158239869	0.767553675109989	0	0	0.912813673187117	0.404107885523815	PPP1R16B;DYNC2LI1;TBC1D2;PODXL;CAV1
Chromosome Organization (GO:0051276)	3/45	0.64343465686802	0.767553675109989	0	0	0.91293409629045	0.402544413554	TOP2A;HHEX;AXIN2
Hexose Metabolic Process (GO:0019318)	3/45	0.64343465686802	0.767553675109989	0	0	0.91293409629045	0.402544413554	HK3;HKDC1;FBP1
Positive Regulation Of mRNA Catabolic Process (GO:0061014)	3/45	0.64343465686802	0.767553675109989	0	0	0.91293409629045	0.402544413554	BTG2;ZFP36;ZFP36L2
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	7/105	0.646480198547658	0.767553675109989	0	0	0.912692916501781	0.398128250446522	ERO1A;PPP1R15A;CDKN1A;ZNF385B;SFN;PPM1F;MCL1
DNA Geometric Change (GO:0032392)	2/30	0.650797206375702	0.767553675109989	0	0	0.912994183180519	0.392183221516663	MCM8;HMGB3
Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	2/30	0.650797206375702	0.767553675109989	0	0	0.912994183180519	0.392183221516663	ERO1A;PPP1R15A
Multivesicular Body Organization (GO:0036257)	2/30	0.650797206375702	0.767553675109989	0	0	0.912994183180519	0.392183221516663	CHMP3;CHMP5
Nucleic Acid Metabolic Process (GO:0090304)	2/30	0.650797206375702	0.767553675109989	0	0	0.912994183180519	0.392183221516663	WDR74;DNASE1L3
Regulation Of Potassium Ion Transport (GO:0043266)	2/30	0.650797206375702	0.767553675109989	0	0	0.912994183180519	0.392183221516663	FHL1;CASQ2
Response To Epidermal Growth Factor (GO:0070849)	2/30	0.650797206375702	0.767553675109989	0	0	0.912994183180519	0.392183221516663	ZFP36;ZFP36L2
2-Oxoglutarate Metabolic Process (GO:0006103)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	GPT2
L-glutamate Transmembrane Transport (GO:0015813)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SLC1A1
Cellular Response To Exogenous dsRNA (GO:0071360)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	COLEC12
Centromere Complex Assembly (GO:0034508)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	CENPF
Ceramide Transport (GO:0035627)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	ABCB1
Establishment Of Chromosome Localization (GO:0051303)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	CENPF
Establishment Of Spindle Localization (GO:0051293)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	NUSAP1
Genitalia Development (GO:0048806)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	TBX3
Inner Dynein Arm Assembly (GO:0036159)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	DNAH2
Medium-Chain Fatty Acid Metabolic Process (GO:0051791)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	CES1
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	KCNJ8
miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	ZFP36
Mitochondrion Transport Along Microtubule (GO:0047497)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	UBB
Monosaccharide Transmembrane Transport (GO:0015749)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SLC2A6
Negative Regulation Of T Cell Mediated Immunity (GO:0002710)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	CEACAM1
Negative Regulation Of Blood Pressure (GO:0045776)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	BMPR2
Negative Regulation Of Chondrocyte Differentiation (GO:0032331)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	EFEMP1
Negative Regulation Of mRNA Splicing, Via Spliceosome (GO:0048025)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SAP18
Negative Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034244)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	HNRNPU
Negative Regulation Of Transcription Regulatory Region DNA Binding (GO:2000678)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	HEY1
Neuron Cell-Cell Adhesion (GO:0007158)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	NINJ2
Pancreas Development (GO:0031016)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	FOXF1
Positive Regulation Of Exosomal Secretion (GO:1903543)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SDCBP
Positive Regulation Of Glycogen Metabolic Process (GO:0070875)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	DYRK2
Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SHANK3
Positive Regulation Of Lyase Activity (GO:0051349)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	ISCU
Positive Regulation Of Protein-Containing Complex Disassembly (GO:0043243)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SLN
Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	HYOU1
Protein Localization To Vacuole (GO:0072665)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	LMBRD1
Regulation Of ATP Biosynthetic Process (GO:2001169)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	PID1
Regulation Of MHC Class II Biosynthetic Process (GO:0045346)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	IL10
Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SIX4
Regulation Of Carbohydrate Catabolic Process (GO:0043470)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SLC2A6
Regulation Of Feeding Behavior (GO:0060259)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	LEPR
Regulation Of Phosphate Metabolic Process (GO:0019220)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	SRPX2
Regulation Of Vesicle Size (GO:0097494)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	BORCS7
Resolution Of Meiotic Recombination Intermediates (GO:0000712)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	TOP2A
Response To Muscle Stretch (GO:0035994)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	GSN
Synaptonemal Complex Assembly (GO:0007130)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	P3H4
Synaptonemal Complex Organization (GO:0070193)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	P3H4
Telomere Capping (GO:0016233)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	TINF2
Ubiquinone Metabolic Process (GO:0006743)	1/14	0.651732108013028	0.767553675109989	0	0	0.983342175066313	0.420990102794059	NQO1
Regulation Of mRNA Catabolic Process (GO:0061013)	3/46	0.65827600362491	0.774811992695909	0	0	0.891654888860337	0.372828530011803	ZFP36;VIM;ZFP36L2
Vacuolar Transport (GO:0007034)	3/46	0.65827600362491	0.774811992695909	0	0	0.891654888860337	0.372828530011803	GRN;VPS41;CHMP3
Steroid Metabolic Process (GO:0008202)	6/92	0.665173047078922	0.782682561066697	0	0	0.891429950913334	0.363443167895809	CYP27A1;HSD11B1;CYP26B1;TSPO;MSMO1;HSD17B6
Positive Regulation Of Synaptic Transmission (GO:0050806)	5/77	0.665347500302213	0.782682561066697	0	0	0.887361687413555	0.361551808560023	GPER1;NMU;CCL2;SHANK3;AGER
Positive Regulation Of Autophagy (GO:0010508)	7/107	0.666031989506692	0.783261319451656	0	0	0.894342105263158	0.363476351701055	SESN1;LRRK2;TRIM13;PRKD1;TRIM22;FOXO1;DCN
Cellular Response To cAMP (GO:0071320)	2/31	0.668584603462558	0.785128644008412	0	0	0.881464029889817	0.354870660501179	AQP9;AQP1
Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	2/31	0.668584603462558	0.785128644008412	0	0	0.881464029889817	0.354870660501179	LRRK2;SHANK3
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)	2/31	0.668584603462558	0.785128644008412	0	0	0.881464029889817	0.354870660501179	CDH5;SNCA
Organic Cation Transport (GO:0015695)	2/31	0.668584603462558	0.785128644008412	0	0	0.881464029889817	0.354870660501179	SLC19A3;SLC29A4
Regulation Of Dendrite Morphogenesis (GO:0048814)	2/31	0.668584603462558	0.785128644008412	0	0	0.881464029889817	0.354870660501179	PTPRD;NEDD4L
Protein Localization To Organelle (GO:0033365)	9/137	0.669428137446811	0.785892409483865	0	0	0.898215369278779	0.360482083083107	COL1A1;PPP1R15A;GABARAPL2;RIPOR1;HHEX;SIX4;LRRK2;SNX10;SGCG
Negative Regulation Of Hydrolase Activity (GO:0051346)	3/47	0.672666011474921	0.786181603715899	0	0	0.871342918131592	0.345492992014271	GCHFR;LRRK2;CST7
Protein Monoubiquitination (GO:0006513)	3/47	0.672666011474921	0.786181603715899	0	0	0.871342918131592	0.345492992014271	MGRN1;UHRF1;UBE2T
Negative Regulation Of Amide Metabolic Process (GO:0034249)	6/93	0.675421978669653	0.786181603715899	0	0	0.881135902636917	0.345773262490313	PRNP;BTG2;RTN1;GZMB;IGF2BP3;GAPDH
Protein O-linked Glycosylation (GO:0006493)	6/93	0.675421978669653	0.786181603715899	0	0	0.881135902636917	0.345773262490313	B3GALNT1;POFUT1;GALNT18;GCNT3;TMTC1;FUT3
DNA Alkylation (GO:0006305)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	FOS
Golgi To Endosome Transport (GO:0006895)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	DOP1B
L-glutamate Import (GO:0051938)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	SLC1A1
T Cell Homeostasis (GO:0043029)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	TNFSF14
Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	TNFSF15
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	ADRB2
Anterograde Synaptic Vesicle Transport (GO:0048490)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	BLOC1S6
Cellular Response To Estrogen Stimulus (GO:0071391)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	SFRP1
Ceramide Catabolic Process (GO:0046514)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	ASAH1
Dendritic Spine Morphogenesis (GO:0060997)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	SHANK3
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	HERPUD1
Ganglioside Biosynthetic Process (GO:0001574)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	ST6GALNAC6
Glutamine Family Amino Acid Catabolic Process (GO:0009065)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	AOC1
Intracellular Sterol Transport (GO:0032366)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	ABCG1
Melanosome Transport (GO:0032402)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	BLOC1S6
Negative Regulation Of Gluconeogenesis (GO:0045721)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	SIK1
Negative Regulation Of mRNA Processing (GO:0050686)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	SAP18
Negative Regulation Of Synaptic Transmission (GO:0050805)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	IL1B
Nucleotide-Sugar Biosynthetic Process (GO:0009226)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	GFPT1
Oogenesis (GO:0048477)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	MDK
Pigment Granule Transport (GO:0051904)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	BLOC1S6
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	PDGFRA
Positive Regulation Of Glucose Metabolic Process (GO:0010907)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	FOXO1
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	TFRC
Positive Regulation Of Potassium Ion Transport (GO:0043268)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	FHL1
Positive Regulation Of Secretion (GO:0051047)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	AQP1
Protein Localization To Chromosome, Telomeric Region (GO:0070198)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	TINF2
Regulation Of Amyloid-Beta Clearance (GO:1900221)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	IFNGR1
Regulation Of Cholesterol Biosynthetic Process (GO:0045540)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	ABCG1
Regulation Of Dephosphorylation (GO:0035303)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	PPP1R16B
Regulation Of mRNA Metabolic Process (GO:1903311)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	SRPK1
Regulation Of Multicellular Organism Growth (GO:0040014)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	GHR
Sympathetic Nervous System Development (GO:0048485)	1/15	0.677016549378351	0.786181603715899	0	0	0.913054187192118	0.356145515609084	SOX4
